profession_riskclass_id,percentage_adjustment,base_price,fixed_adjustment,profession_name,product_name,insurance_tax_percentage,riskclass_name,profession_id
3523,0,0,"7,5",Illustrator,Bedrijfsaansprakelijkheidsverzekering,21,Media 1,d75972ad-7b0d-4464-add2-fc2b3d1164fe
5257,0,5,0,Illustrator,Zakenreisverzekering,0,Travel,d75972ad-7b0d-4464-add2-fc2b3d1164fe
4654,0,"31,74",0,Illustrator,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d75972ad-7b0d-4464-add2-fc2b3d1164fe
3923,0,0,"4,69",Illustrator,Ongevallenverzekering,0,Ongevallen 1,d75972ad-7b0d-4464-add2-fc2b3d1164fe
5779,0,"6,05",0,Illustrator,Zakelijke spullen,21,Zakelijke spullen,d75972ad-7b0d-4464-add2-fc2b3d1164fe
5890,0,"6,05",0,Multimediavormgever,Zakelijke spullen,21,Zakelijke spullen,d6a59165-e82e-4b26-9052-35cb2f906973
5410,0,5,0,Multimediavormgever,Zakenreisverzekering,0,Travel,d6a59165-e82e-4b26-9052-35cb2f906973
4054,0,0,"4,69",Multimediavormgever,Ongevallenverzekering,0,Ongevallen 1,d6a59165-e82e-4b26-9052-35cb2f906973
3883,0,0,29,Multimediavormgever,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,d6a59165-e82e-4b26-9052-35cb2f906973
3618,0,0,"7,5",Multimediavormgever,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,d6a59165-e82e-4b26-9052-35cb2f906973
4815,0,"31,74",0,Multimediavormgever,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d6a59165-e82e-4b26-9052-35cb2f906973
4283,0,0,"4,69",Binnenhuisarchitect,Ongevallenverzekering,0,Ongevallen 1,d5f5a28f-f4f2-443f-a590-db23a5d114b7
3406,0,0,"7,5",Binnenhuisarchitect,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,d5f5a28f-f4f2-443f-a590-db23a5d114b7
4597,0,0,"44,8",Binnenhuisarchitect,Beroepsaansprakelijkheidsverzekering,21,TB1,d5f5a28f-f4f2-443f-a590-db23a5d114b7
6084,0,"6,05",0,Binnenhuisarchitect,Zakelijke spullen,21,Zakelijke spullen,d5f5a28f-f4f2-443f-a590-db23a5d114b7
5682,0,5,0,Binnenhuisarchitect,Zakenreisverzekering,0,Travel,d5f5a28f-f4f2-443f-a590-db23a5d114b7
5101,0,"31,74",0,Binnenhuisarchitect,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d5f5a28f-f4f2-443f-a590-db23a5d114b7
5351,0,5,0,Organisatieadviseur,Zakenreisverzekering,0,Travel,d5879213-dea9-4371-8c8b-04a5db7e3e0e
5847,0,"6,05",0,Organisatieadviseur,Zakelijke spullen,21,Zakelijke spullen,d5879213-dea9-4371-8c8b-04a5db7e3e0e
4004,0,0,"4,69",Organisatieadviseur,Ongevallenverzekering,0,Ongevallen 1,d5879213-dea9-4371-8c8b-04a5db7e3e0e
4753,0,"31,74",0,Organisatieadviseur,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d5879213-dea9-4371-8c8b-04a5db7e3e0e
9965,0,"16,53",0,Organisatieadviseur,Cyberverzekering,21,Cyber - alle beroepen,d5879213-dea9-4371-8c8b-04a5db7e3e0e
3640,0,0,"7,5",Organisatieadviseur,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,d5879213-dea9-4371-8c8b-04a5db7e3e0e
84,0,0,"22,5",Organisatieadviseur,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),d5879213-dea9-4371-8c8b-04a5db7e3e0e
10470,0,"6,05",0,Tandarts,Zakelijke spullen,21,Zakelijke spullen,d58484c0-33de-46bc-86bf-90287b830c2c
10465,0,5,0,Tandarts,Zakenreisverzekering,0,Travel,d58484c0-33de-46bc-86bf-90287b830c2c
10593,0,0,"33,55",Tandarts,Bedrijfsaansprakelijkheidsverzekering,21,Zorg 4Z2,d58484c0-33de-46bc-86bf-90287b830c2c
10469,0,0,"4,69",Tandarts,Ongevallenverzekering,0,Ongevallen 1,d58484c0-33de-46bc-86bf-90287b830c2c
10467,0,"31,74",0,Tandarts,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d58484c0-33de-46bc-86bf-90287b830c2c
9831,0,"16,53",0,Marketing adviseur / marketeer,Cyberverzekering,21,Cyber - alle beroepen,d5291d6b-813a-4aef-8fec-5b5351080091
4641,0,"31,74",0,Marketing adviseur / marketeer,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d5291d6b-813a-4aef-8fec-5b5351080091
3914,0,0,"4,69",Marketing adviseur / marketeer,Ongevallenverzekering,0,Ongevallen 1,d5291d6b-813a-4aef-8fec-5b5351080091
5244,0,5,0,Marketing adviseur / marketeer,Zakenreisverzekering,0,Travel,d5291d6b-813a-4aef-8fec-5b5351080091
3603,0,0,"7,5",Marketing adviseur / marketeer,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,d5291d6b-813a-4aef-8fec-5b5351080091
5766,0,"6,05",0,Marketing adviseur / marketeer,Zakelijke spullen,21,Zakelijke spullen,d5291d6b-813a-4aef-8fec-5b5351080091
20,0,0,"22,5",Marketing adviseur / marketeer,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),d5291d6b-813a-4aef-8fec-5b5351080091
9082,0,"6,05",0,Java Ontwikkelaar,Zakelijke spullen,21,Zakelijke spullen,d4b7db47-fa78-44a1-a931-ff3c5078519f
8705,0,"31,74",0,Java Ontwikkelaar,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d4b7db47-fa78-44a1-a931-ff3c5078519f
8776,0,0,29,Java Ontwikkelaar,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,d4b7db47-fa78-44a1-a931-ff3c5078519f
8546,0,0,"7,5",Java Ontwikkelaar,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,d4b7db47-fa78-44a1-a931-ff3c5078519f
9004,0,5,0,Java Ontwikkelaar,Zakenreisverzekering,0,Travel,d4b7db47-fa78-44a1-a931-ff3c5078519f
8623,0,0,"4,69",Java Ontwikkelaar,Ongevallenverzekering,0,Ongevallen 1,d4b7db47-fa78-44a1-a931-ff3c5078519f
4867,0,"31,74",0,Ingenieur op het gebied van infrastructuur,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d440cd5a-e974-46e5-8f60-ee9206e3d42c
5928,0,"6,05",0,Ingenieur op het gebied van infrastructuur,Zakelijke spullen,21,Zakelijke spullen,d440cd5a-e974-46e5-8f60-ee9206e3d42c
4095,0,0,"4,69",Ingenieur op het gebied van infrastructuur,Ongevallenverzekering,0,Ongevallen 1,d440cd5a-e974-46e5-8f60-ee9206e3d42c
5457,0,5,0,Ingenieur op het gebied van infrastructuur,Zakenreisverzekering,0,Travel,d440cd5a-e974-46e5-8f60-ee9206e3d42c
4615,0,0,"74,1",Ingenieur op het gebied van infrastructuur,Beroepsaansprakelijkheidsverzekering,21,TB3,d440cd5a-e974-46e5-8f60-ee9206e3d42c
3794,0,0,"7,5",Ingenieur op het gebied van infrastructuur,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,d440cd5a-e974-46e5-8f60-ee9206e3d42c
9116,0,"6,05",0,Test Engineer,Zakelijke spullen,21,Zakelijke spullen,d39e4754-c756-4110-a30c-192f73ad5fa9
8580,0,0,"7,5",Test Engineer,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,d39e4754-c756-4110-a30c-192f73ad5fa9
8800,0,0,29,Test Engineer,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,d39e4754-c756-4110-a30c-192f73ad5fa9
8657,0,0,"4,69",Test Engineer,Ongevallenverzekering,0,Ongevallen 1,d39e4754-c756-4110-a30c-192f73ad5fa9
9849,0,"16,53",0,Test Engineer,Cyberverzekering,21,Cyber - alle beroepen,d39e4754-c756-4110-a30c-192f73ad5fa9
8739,0,"31,74",0,Test Engineer,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d39e4754-c756-4110-a30c-192f73ad5fa9
9038,0,5,0,Test Engineer,Zakenreisverzekering,0,Travel,d39e4754-c756-4110-a30c-192f73ad5fa9
4416,0,0,"6,25",Imker,Ongevallenverzekering,0,Ongevallen 2,d27e31bb-1cf1-45d0-befb-6d41c3edc2ba
3524,0,0,"7,5",Imker,Bedrijfsaansprakelijkheidsverzekering,21,Agrarisch 1,d27e31bb-1cf1-45d0-befb-6d41c3edc2ba
5329,0,5,0,Imker,Zakenreisverzekering,0,Travel,d27e31bb-1cf1-45d0-befb-6d41c3edc2ba
5203,-10,"31,74",0,Imker,Rechtsbijstandsverzekering,21,"Rechtsbijstand 0,9",d27e31bb-1cf1-45d0-befb-6d41c3edc2ba
4347,0,0,"6,25",Pluimveehouder,Ongevallenverzekering,0,Ongevallen 2,d2574e28-84d0-4445-89b0-652801e1dbb2
5045,0,"31,74",0,Pluimveehouder,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d2574e28-84d0-4445-89b0-652801e1dbb2
5625,0,5,0,Pluimveehouder,Zakenreisverzekering,0,Travel,d2574e28-84d0-4445-89b0-652801e1dbb2
4794,0,"31,74",0,Clown,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d1c3f72b-e65b-4454-bb9e-9513b1bac7aa
4370,0,0,"6,25",Clown,Ongevallenverzekering,0,Ongevallen 2,d1c3f72b-e65b-4454-bb9e-9513b1bac7aa
3431,0,0,"7,5",Clown,Bedrijfsaansprakelijkheidsverzekering,21,Leisure 1,d1c3f72b-e65b-4454-bb9e-9513b1bac7aa
10497,0,"16,53",0,Weddingplanner,Cyberverzekering,21,Cyber - alle beroepen,d13b8b1e-9699-440f-b8e7-9bb8a006f740
5175,0,"31,74",0,Weddingplanner,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d13b8b1e-9699-440f-b8e7-9bb8a006f740
5752,0,5,0,Weddingplanner,Zakenreisverzekering,0,Travel,d13b8b1e-9699-440f-b8e7-9bb8a006f740
4023,0,0,"4,69",Assurantieadviseur,Ongevallenverzekering,0,Ongevallen 1,d10c7ddc-4989-4bfc-8a5d-1c9fe341ea1b
4776,0,"31,74",0,Assurantieadviseur,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d10c7ddc-4989-4bfc-8a5d-1c9fe341ea1b
5372,0,5,0,Assurantieadviseur,Zakenreisverzekering,0,Travel,d10c7ddc-4989-4bfc-8a5d-1c9fe341ea1b
5864,0,"6,05",0,Assurantieadviseur,Zakelijke spullen,21,Zakelijke spullen,d10c7ddc-4989-4bfc-8a5d-1c9fe341ea1b
3374,0,0,"7,5",Assurantieadviseur,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,d10c7ddc-4989-4bfc-8a5d-1c9fe341ea1b
9952,0,"31,74",0,Stoelassistent,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d10b243f-b419-45f4-b19f-ccc29ef33996
9954,0,0,"4,69",Stoelassistent,Ongevallenverzekering,0,Ongevallen 1,d10b243f-b419-45f4-b19f-ccc29ef33996
10537,0,0,"8,63",Stoelassistent,Bedrijfsaansprakelijkheidsverzekering,21,Zorg 1Z1,d10b243f-b419-45f4-b19f-ccc29ef33996
6131,0,"6,05",0,HR-consultant,Zakelijke spullen,21,Zakelijke spullen,d0d0626b-134d-4a93-b031-2238cc752b0a
5750,0,5,0,HR-consultant,Zakenreisverzekering,0,Travel,d0d0626b-134d-4a93-b031-2238cc752b0a
3514,0,0,"7,5",HR-consultant,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,d0d0626b-134d-4a93-b031-2238cc752b0a
87,0,0,"22,5",HR-consultant,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),d0d0626b-134d-4a93-b031-2238cc752b0a
4337,0,0,"4,69",HR-consultant,Ongevallenverzekering,0,Ongevallen 1,d0d0626b-134d-4a93-b031-2238cc752b0a
5171,0,"31,74",0,HR-consultant,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d0d0626b-134d-4a93-b031-2238cc752b0a
8984,0,5,0,Database adminstrator,Zakenreisverzekering,0,Travel,d06bde9b-06dc-4c7a-a1b7-9e2f43838521
9916,0,"16,53",0,Database adminstrator,Cyberverzekering,21,Cyber - alle beroepen,d06bde9b-06dc-4c7a-a1b7-9e2f43838521
8603,0,0,"4,69",Database adminstrator,Ongevallenverzekering,0,Ongevallen 1,d06bde9b-06dc-4c7a-a1b7-9e2f43838521
8685,0,"31,74",0,Database adminstrator,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d06bde9b-06dc-4c7a-a1b7-9e2f43838521
9062,0,"6,05",0,Database adminstrator,Zakelijke spullen,21,Zakelijke spullen,d06bde9b-06dc-4c7a-a1b7-9e2f43838521
8526,0,0,"7,5",Database adminstrator,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,d06bde9b-06dc-4c7a-a1b7-9e2f43838521
8764,0,0,29,Database adminstrator,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,d06bde9b-06dc-4c7a-a1b7-9e2f43838521
8727,0,"31,74",0,Senior Systeembeheerder,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,d015e413-7679-4f9d-ab79-81e782c4a06f
9026,0,5,0,Senior Systeembeheerder,Zakenreisverzekering,0,Travel,d015e413-7679-4f9d-ab79-81e782c4a06f
8645,0,0,"4,69",Senior Systeembeheerder,Ongevallenverzekering,0,Ongevallen 1,d015e413-7679-4f9d-ab79-81e782c4a06f
9104,0,"6,05",0,Senior Systeembeheerder,Zakelijke spullen,21,Zakelijke spullen,d015e413-7679-4f9d-ab79-81e782c4a06f
8791,0,0,29,Senior Systeembeheerder,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,d015e413-7679-4f9d-ab79-81e782c4a06f
8568,0,0,"7,5",Senior Systeembeheerder,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,d015e413-7679-4f9d-ab79-81e782c4a06f
3741,0,0,"7,5",Vertegenwoordiger,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,cfba06e4-af4a-44af-9854-6650fa56d29b
5771,0,"6,05",0,Vertegenwoordiger,Zakelijke spullen,21,Zakelijke spullen,cfba06e4-af4a-44af-9854-6650fa56d29b
3918,0,0,"4,69",Vertegenwoordiger,Ongevallenverzekering,0,Ongevallen 1,cfba06e4-af4a-44af-9854-6650fa56d29b
4647,0,"31,74",0,Vertegenwoordiger,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cfba06e4-af4a-44af-9854-6650fa56d29b
9836,0,"16,53",0,Vertegenwoordiger,Cyberverzekering,21,Cyber - alle beroepen,cfba06e4-af4a-44af-9854-6650fa56d29b
5250,0,5,0,Vertegenwoordiger,Zakenreisverzekering,0,Travel,cfba06e4-af4a-44af-9854-6650fa56d29b
8574,0,0,"7,5",System Engineer,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,cf370b29-a719-416b-8505-c83beeb71f69
8733,0,"31,74",0,System Engineer,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cf370b29-a719-416b-8505-c83beeb71f69
8795,0,0,29,System Engineer,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,cf370b29-a719-416b-8505-c83beeb71f69
9110,0,"6,05",0,System Engineer,Zakelijke spullen,21,Zakelijke spullen,cf370b29-a719-416b-8505-c83beeb71f69
8651,0,0,"4,69",System Engineer,Ongevallenverzekering,0,Ongevallen 1,cf370b29-a719-416b-8505-c83beeb71f69
9032,0,5,0,System Engineer,Zakenreisverzekering,0,Travel,cf370b29-a719-416b-8505-c83beeb71f69
4944,0,"31,74",0,Rigger,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cf11302e-3dc2-4d7c-87f3-e6bcc25bb89d
4478,0,"4,38",0,Rigger,Ongevallenverzekering,0,Ongevallen 4,cf11302e-3dc2-4d7c-87f3-e6bcc25bb89d
5695,0,5,0,Vermogensbeheerder,Zakenreisverzekering,0,Travel,cf0a26eb-8529-4514-90b6-c2ed3a41f631
4290,0,0,"4,69",Vermogensbeheerder,Ongevallenverzekering,0,Ongevallen 1,cf0a26eb-8529-4514-90b6-c2ed3a41f631
3737,0,0,"7,5",Vermogensbeheerder,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,cf0a26eb-8529-4514-90b6-c2ed3a41f631
6091,0,"6,05",0,Vermogensbeheerder,Zakelijke spullen,21,Zakelijke spullen,cf0a26eb-8529-4514-90b6-c2ed3a41f631
5110,0,"31,74",0,Machinist grondverzet wegenbouw,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cf033e2a-5eb8-4980-823c-6dcf32799aca
4399,0,0,"6,25",Machinist grondverzet wegenbouw,Ongevallenverzekering,0,Ongevallen 2,cf033e2a-5eb8-4980-823c-6dcf32799aca
3593,0,0,"41,67",Machinist grondverzet wegenbouw,Bedrijfsaansprakelijkheidsverzekering,21,Bouw 2d,cf033e2a-5eb8-4980-823c-6dcf32799aca
4891,0,"31,74",0,Schoorsteenveger,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,ceafad6a-64cf-4186-b81d-ce8056009790
3690,0,0,"41,67",Schoorsteenveger,Bedrijfsaansprakelijkheidsverzekering,21,Bouw 2,ceafad6a-64cf-4186-b81d-ce8056009790
4493,0,"4,38",0,Schoorsteenveger,Ongevallenverzekering,0,Ongevallen 4,ceafad6a-64cf-4186-b81d-ce8056009790
10136,0,"16,53",0,Schoorsteenveger,Cyberverzekering,21,Cyber - alle beroepen,ceafad6a-64cf-4186-b81d-ce8056009790
3979,0,0,"4,69",Adwords specialist,Ongevallenverzekering,0,Ongevallen 1,ce7bb5bd-f77f-470b-827a-205b318cd8cd
3350,0,0,"7,5",Adwords specialist,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,ce7bb5bd-f77f-470b-827a-205b318cd8cd
4723,0,"31,74",0,Adwords specialist,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,ce7bb5bd-f77f-470b-827a-205b318cd8cd
5824,0,"6,05",0,Adwords specialist,Zakelijke spullen,21,Zakelijke spullen,ce7bb5bd-f77f-470b-827a-205b318cd8cd
5325,0,5,0,Adwords specialist,Zakenreisverzekering,0,Travel,ce7bb5bd-f77f-470b-827a-205b318cd8cd
3882,0,0,29,Adwords specialist,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,ce7bb5bd-f77f-470b-827a-205b318cd8cd
5389,0,5,0,KAM adviseur,Zakenreisverzekering,0,Travel,ce57402b-4343-4acb-a3e8-71bf75a48bf0
28,0,0,"22,5",KAM adviseur,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),ce57402b-4343-4acb-a3e8-71bf75a48bf0
4793,0,"31,74",0,KAM adviseur,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,ce57402b-4343-4acb-a3e8-71bf75a48bf0
5875,0,"6,05",0,KAM adviseur,Zakelijke spullen,21,Zakelijke spullen,ce57402b-4343-4acb-a3e8-71bf75a48bf0
4036,0,0,"4,69",KAM adviseur,Ongevallenverzekering,0,Ongevallen 1,ce57402b-4343-4acb-a3e8-71bf75a48bf0
10012,0,"16,53",0,KAM adviseur,Cyberverzekering,21,Cyber - alle beroepen,ce57402b-4343-4acb-a3e8-71bf75a48bf0
3769,0,0,"7,5",KAM adviseur,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,ce57402b-4343-4acb-a3e8-71bf75a48bf0
5139,0,"31,74",0,Verhuizer,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cce73dfe-4573-43eb-b8fa-274e74e77ff4
3734,0,0,"41,67",Verhuizer,Bedrijfsaansprakelijkheidsverzekering,21,Transport 4,cce73dfe-4573-43eb-b8fa-274e74e77ff4
4443,0,0,"7,81",Verhuizer,Ongevallenverzekering,0,Ongevallen 3,cce73dfe-4573-43eb-b8fa-274e74e77ff4
72,0,0,"22,5",Bedrijfsjurist,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),cc44c962-00cb-4168-8c84-19c0e11a2c27
3388,0,0,"7,5",Bedrijfsjurist,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,cc44c962-00cb-4168-8c84-19c0e11a2c27
6118,0,"6,05",0,Bedrijfsjurist,Zakelijke spullen,21,Zakelijke spullen,cc44c962-00cb-4168-8c84-19c0e11a2c27
4320,0,0,"4,69",Bedrijfsjurist,Ongevallenverzekering,0,Ongevallen 1,cc44c962-00cb-4168-8c84-19c0e11a2c27
5731,0,5,0,Bedrijfsjurist,Zakenreisverzekering,0,Travel,cc44c962-00cb-4168-8c84-19c0e11a2c27
9037,0,5,0,Test Automatiseerder,Zakenreisverzekering,0,Travel,cc064429-4b49-4866-a3a2-47ea1da397c7
9115,0,"6,05",0,Test Automatiseerder,Zakelijke spullen,21,Zakelijke spullen,cc064429-4b49-4866-a3a2-47ea1da397c7
8799,0,0,29,Test Automatiseerder,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,cc064429-4b49-4866-a3a2-47ea1da397c7
8738,0,"31,74",0,Test Automatiseerder,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cc064429-4b49-4866-a3a2-47ea1da397c7
8656,0,0,"4,69",Test Automatiseerder,Ongevallenverzekering,0,Ongevallen 1,cc064429-4b49-4866-a3a2-47ea1da397c7
8579,0,0,"7,5",Test Automatiseerder,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,cc064429-4b49-4866-a3a2-47ea1da397c7
3896,0,0,29,Software engineer,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,cb56ec84-9ae9-4df3-a0c9-ec0d15e6884d
3893,0,0,"7,5",Software engineer,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,cb56ec84-9ae9-4df3-a0c9-ec0d15e6884d
3909,0,0,"4,69",Software engineer,Ongevallenverzekering,0,Ongevallen 1,cb56ec84-9ae9-4df3-a0c9-ec0d15e6884d
4633,0,"31,74",0,Software engineer,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cb56ec84-9ae9-4df3-a0c9-ec0d15e6884d
9821,0,"16,53",0,Software engineer,Cyberverzekering,21,Cyber - alle beroepen,cb56ec84-9ae9-4df3-a0c9-ec0d15e6884d
5238,0,5,0,Software engineer,Zakenreisverzekering,0,Travel,cb56ec84-9ae9-4df3-a0c9-ec0d15e6884d
5761,0,"6,05",0,Software engineer,Zakelijke spullen,21,Zakelijke spullen,cb56ec84-9ae9-4df3-a0c9-ec0d15e6884d
3540,0,0,"62,5","Installateur liften, roltrappen, bliksemafleiders",Bedrijfsaansprakelijkheidsverzekering,21,Bouw 3a,cb41a7b6-88aa-4cb3-815d-20fe2d8cb3f5
4451,0,0,"7,81","Installateur liften, roltrappen, bliksemafleiders",Ongevallenverzekering,0,Ongevallen 3,cb41a7b6-88aa-4cb3-815d-20fe2d8cb3f5
4749,0,"31,74",0,"Installateur liften, roltrappen, bliksemafleiders",Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cb41a7b6-88aa-4cb3-815d-20fe2d8cb3f5
5498,0,5,0,Barista,Zakenreisverzekering,0,Travel,cb3bffce-2ad8-4a47-8f8e-b11a6c1619c2
4131,0,0,"4,69",Barista,Ongevallenverzekering,0,Ongevallen 1,cb3bffce-2ad8-4a47-8f8e-b11a6c1619c2
3385,0,0,"7,5",Barista,Bedrijfsaansprakelijkheidsverzekering,21,Leisure 1,cb3bffce-2ad8-4a47-8f8e-b11a6c1619c2
4905,0,"31,74",0,Barista,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cb3bffce-2ad8-4a47-8f8e-b11a6c1619c2
5944,0,"6,05",0,Modeontwerpbureau,Zakelijke spullen,21,Zakelijke spullen,cb0e88e0-c401-4165-9f34-632e9aa3888a
4112,0,0,"4,69",Modeontwerpbureau,Ongevallenverzekering,0,Ongevallen 1,cb0e88e0-c401-4165-9f34-632e9aa3888a
4885,0,"31,74",0,Modeontwerpbureau,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,cb0e88e0-c401-4165-9f34-632e9aa3888a
3614,0,0,"7,5",Modeontwerpbureau,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,cb0e88e0-c401-4165-9f34-632e9aa3888a
5477,0,5,0,Modeontwerpbureau,Zakenreisverzekering,0,Travel,cb0e88e0-c401-4165-9f34-632e9aa3888a
3342,0,0,"7,5",Adviseur Bouwnijverheid,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,ca5e5d06-d938-4c2a-b4ce-40ffbe1b1f98
4714,0,"31,74",0,Adviseur Bouwnijverheid,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,ca5e5d06-d938-4c2a-b4ce-40ffbe1b1f98
4601,0,0,"53,13",Adviseur Bouwnijverheid,Beroepsaansprakelijkheidsverzekering,21,TB2,ca5e5d06-d938-4c2a-b4ce-40ffbe1b1f98
5819,0,"6,05",0,Adviseur Bouwnijverheid,Zakelijke spullen,21,Zakelijke spullen,ca5e5d06-d938-4c2a-b4ce-40ffbe1b1f98
5316,0,5,0,Adviseur Bouwnijverheid,Zakenreisverzekering,0,Travel,ca5e5d06-d938-4c2a-b4ce-40ffbe1b1f98
3974,0,0,"4,69",Adviseur Bouwnijverheid,Ongevallenverzekering,0,Ongevallen 1,ca5e5d06-d938-4c2a-b4ce-40ffbe1b1f98
4807,0,"31,74",0,Carrièrecoach,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,ca5073f6-e86c-4086-904f-f0b6b1533666
5402,0,5,0,Carrièrecoach,Zakenreisverzekering,0,Travel,ca5073f6-e86c-4086-904f-f0b6b1533666
3422,0,0,"7,5",Carrièrecoach,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,ca5073f6-e86c-4086-904f-f0b6b1533666
4048,0,0,"4,69",Carrièrecoach,Ongevallenverzekering,0,Ongevallen 1,ca5073f6-e86c-4086-904f-f0b6b1533666
5884,0,"6,05",0,Carrièrecoach,Zakelijke spullen,21,Zakelijke spullen,ca5073f6-e86c-4086-904f-f0b6b1533666
3783,0,0,"20,83",Professional organiser,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 3,ca3e7abb-6f25-44e5-9ac4-f52083b62def
6003,0,"6,05",0,Professional organiser,Zakelijke spullen,21,Zakelijke spullen,ca3e7abb-6f25-44e5-9ac4-f52083b62def
4986,0,"31,74",0,Professional organiser,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,ca3e7abb-6f25-44e5-9ac4-f52083b62def
5573,0,5,0,Professional organiser,Zakenreisverzekering,0,Travel,ca3e7abb-6f25-44e5-9ac4-f52083b62def
4193,0,0,"4,69",Professional organiser,Ongevallenverzekering,0,Ongevallen 1,ca3e7abb-6f25-44e5-9ac4-f52083b62def
4234,0,0,"4,69",Galeriehouder,Ongevallenverzekering,0,Ongevallen 1,ca1074b4-1a68-4edb-8c81-a191440106ef
5619,0,5,0,Galeriehouder,Zakenreisverzekering,0,Travel,ca1074b4-1a68-4edb-8c81-a191440106ef
3480,0,0,"20,83",Galeriehouder,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 3,ca1074b4-1a68-4edb-8c81-a191440106ef
5040,0,"31,74",0,Galeriehouder,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,ca1074b4-1a68-4edb-8c81-a191440106ef
6034,0,"6,05",0,Artsenbezoeker,Zakelijke spullen,21,Zakelijke spullen,c94517d6-eebc-45ab-8ddb-f9d5b585e055
5031,0,"31,74",0,Artsenbezoeker,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,c94517d6-eebc-45ab-8ddb-f9d5b585e055
5611,0,5,0,Artsenbezoeker,Zakenreisverzekering,0,Travel,c94517d6-eebc-45ab-8ddb-f9d5b585e055
